YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2011,790,6,7350,11880,61.86868687,Never married/single,"Service workers, except private household (nec)"
2012,790,1,2451,10857,22.57529704,"Married, spouse present","Service workers, except private household (nec)"
2012,790,2,254,10857,2.339504467,"Married, spouse absent","Service workers, except private household (nec)"
2012,790,3,236,10857,2.173712812,Separated,"Service workers, except private household (nec)"
2012,790,4,797,10857,7.340886064,Divorced,"Service workers, except private household (nec)"
2012,790,5,349,10857,3.21451598,Widowed,"Service workers, except private household (nec)"
2012,790,6,6770,10857,62.35608363,Never married/single,"Service workers, except private household (nec)"
2013,790,1,2554,10953,23.31781247,"Married, spouse present","Service workers, except private household (nec)"
2013,790,2,268,10953,2.446818223,"Married, spouse absent","Service workers, except private household (nec)"
2013,790,3,219,10953,1.999452205,Separated,"Service workers, except private household (nec)"
2013,790,4,683,10953,6.235734502,Divorced,"Service workers, except private household (nec)"
2013,790,5,331,10953,3.022003104,Widowed,"Service workers, except private household (nec)"
2013,790,6,6898,10953,62.97817949,Never married/single,"Service workers, except private household (nec)"
2014,790,1,2600,11168,23.28080229,"Married, spouse present","Service workers, except private household (nec)"
2014,790,2,248,11168,2.220630372,"Married, spouse absent","Service workers, except private household (nec)"
2014,790,3,216,11168,1.934097421,Separated,"Service workers, except private household (nec)"
2014,790,4,779,11168,6.975286533,Divorced,"Service workers, except private household (nec)"
2014,790,5,311,11168,2.78474212,Widowed,"Service workers, except private household (nec)"
2014,790,6,7014,11168,62.80444126,Never married/single,"Service workers, except private household (nec)"
2015,790,1,2664,11473,23.21973329,"Married, spouse present","Service workers, except private household (nec)"
2015,790,2,261,11473,2.274906302,"Married, spouse absent","Service workers, except private household (nec)"
2015,790,3,217,11473,1.891397193,Separated,"Service workers, except private household (nec)"
2015,790,4,789,11473,6.877015602,Divorced,"Service workers, except private household (nec)"
2015,790,5,317,11473,2.763008803,Widowed,"Service workers, except private household (nec)"
2015,790,6,7225,11473,62.97393881,Never married/single,"Service workers, except private household (nec)"
2016,790,1,2447,11222,21.80538228,"Married, spouse present","Service workers, except private household (nec)"
2016,790,2,275,11222,2.450543575,"Married, spouse absent","Service workers, except private household (nec)"
2016,790,3,203,11222,1.808946712,Separated,"Service workers, except private household (nec)"
2016,790,4,735,11222,6.549634646,Divorced,"Service workers, except private household (nec)"
2016,790,5,314,11222,2.798075209,Widowed,"Service workers, except private household (nec)"
2016,790,6,7248,11222,64.58741757,Never married/single,"Service workers, except private household (nec)"
2017,790,1,2428,11454,21.19783482,"Married, spouse present","Service workers, except private household (nec)"
2017,790,2,270,11454,2.357255107,"Married, spouse absent","Service workers, except private household (nec)"
2017,790,3,212,11454,1.850881788,Separated,"Service workers, except private household (nec)"
2017,790,4,760,11454,6.635236599,Divorced,"Service workers, except private household (nec)"
2017,790,5,310,11454,2.706478086,Widowed,"Service workers, except private household (nec)"
2017,790,6,7474,11454,65.2523136,Never married/single,"Service workers, except private household (nec)"
2018,790,1,2247,11152,20.14885222,"Married, spouse present","Service workers, except private household (nec)"
2018,790,2,298,11152,2.672166428,"Married, spouse absent","Service workers, except private household (nec)"
2018,790,3,202,11152,1.81133429,Separated,"Service workers, except private household (nec)"
2018,790,4,766,11152,6.868723099,Divorced,"Service workers, except private household (nec)"
2018,790,5,263,11152,2.358321377,Widowed,"Service workers, except private household (nec)"
2018,790,6,7376,11152,66.14060258,Never married/single,"Service workers, except private household (nec)"
2019,790,1,2187,11509,19.00251977,"Married, spouse present","Service workers, except private household (nec)"
2019,790,2,261,11509,2.267790425,"Married, spouse absent","Service workers, except private household (nec)"
2019,790,3,187,11509,1.624815362,Separated,"Service workers, except private household (nec)"
2019,790,4,824,11509,7.159614215,Divorced,"Service workers, except private household (nec)"
2019,790,5,297,11509,2.580589104,Widowed,"Service workers, except private household (nec)"
2019,790,6,7753,11509,67.36467113,Never married/single,"Service workers, except private household (nec)"
1880,810,1,113,216,52.31481481,"Married, spouse present",Farm foremen
1880,810,2,12,216,5.555555556,"Married, spouse absent",Farm foremen
1880,810,5,23,216,10.64814815,Widowed,Farm foremen
1880,810,6,68,216,31.48148148,Never married/single,Farm foremen
1900,810,1,96,180,53.33333333,"Married, spouse present",Farm foremen
1900,810,2,7,180,3.888888889,"Married, spouse absent",Farm foremen
1900,810,5,8,180,4.444444444,Widowed,Farm foremen
1900,810,6,69,180,38.33333333,Never married/single,Farm foremen
1910,810,1,93,154,60.38961039,"Married, spouse present",Farm foremen
1910,810,2,6,154,3.896103896,"Married, spouse absent",Farm foremen
1910,810,4,3,154,1.948051948,Divorced,Farm foremen
1910,810,5,12,154,7.792207792,Widowed,Farm foremen
1910,810,6,40,154,25.97402597,Never married/single,Farm foremen
1920,810,1,101,164,61.58536585,"Married, spouse present",Farm foremen
1920,810,2,6,164,3.658536585,"Married, spouse absent",Farm foremen
1920,810,4,1,164,0.609756098,Divorced,Farm foremen
1920,810,5,17,164,10.36585366,Widowed,Farm foremen
1920,810,6,39,164,23.7804878,Never married/single,Farm foremen
1930,810,1,852,1204,70.7641196,"Married, spouse present",Farm foremen
1930,810,2,43,1204,3.571428571,"Married, spouse absent",Farm foremen
1930,810,4,12,1204,0.996677741,Divorced,Farm foremen
1930,810,5,81,1204,6.727574751,Widowed,Farm foremen
1930,810,6,216,1204,17.94019934,Never married/single,Farm foremen
1940,810,1,183,246,74.3902439,"Married, spouse present",Farm foremen
1940,810,2,7,246,2.845528455,"Married, spouse absent",Farm foremen
1940,810,4,6,246,2.43902439,Divorced,Farm foremen
1940,810,5,13,246,5.284552846,Widowed,Farm foremen
1940,810,6,37,246,15.04065041,Never married/single,Farm foremen
1950,810,1,194,231,83.98268398,"Married, spouse present",Farm foremen
1950,810,2,8,231,3.463203463,"Married, spouse absent",Farm foremen
1950,810,3,2,231,0.865800866,Separated,Farm foremen
1950,810,4,1,231,0.432900433,Divorced,Farm foremen
1950,810,5,6,231,2.597402597,Widowed,Farm foremen
1950,810,6,20,231,8.658008658,Never married/single,Farm foremen
1960,810,1,1242,1459,85.12679918,"Married, spouse present",Farm foremen
1960,810,2,26,1459,1.782042495,"Married, spouse absent",Farm foremen
1960,810,3,12,1459,0.822481151,Separated,Farm foremen
1960,810,4,30,1459,2.056202879,Divorced,Farm foremen
1960,810,5,54,1459,3.701165182,Widowed,Farm foremen
1960,810,6,95,1459,6.511309116,Never married/single,Farm foremen
1970,810,1,700,888,78.82882883,"Married, spouse present",Farm foremen
1970,810,2,19,888,2.13963964,"Married, spouse absent",Farm foremen
1970,810,3,20,888,2.252252252,Separated,Farm foremen
1970,810,4,16,888,1.801801802,Divorced,Farm foremen
1970,810,5,48,888,5.405405405,Widowed,Farm foremen
1970,810,6,85,888,9.572072072,Never married/single,Farm foremen
1980,810,1,2344,3184,73.61809045,"Married, spouse present",Farm foremen
1980,810,2,45,3184,1.413316583,"Married, spouse absent",Farm foremen
1980,810,3,59,3184,1.853015075,Separated,Farm foremen
1980,810,4,167,3184,5.244974874,Divorced,Farm foremen
1980,810,5,93,3184,2.920854271,Widowed,Farm foremen
1980,810,6,476,3184,14.94974874,Never married/single,Farm foremen
1990,810,1,2082,2921,71.27695995,"Married, spouse present",Farm foremen
1990,810,2,45,2921,1.540568299,"Married, spouse absent",Farm foremen
1990,810,3,59,2921,2.019856214,Separated,Farm foremen
1990,810,4,200,2921,6.846970216,Divorced,Farm foremen
1990,810,5,91,2921,3.115371448,Widowed,Farm foremen
1990,810,6,444,2921,15.20027388,Never married/single,Farm foremen
2000,810,1,3015,4205,71.70035672,"Married, spouse present",Farm foremen
2000,810,2,134,4205,3.186682521,"Married, spouse absent",Farm foremen
2000,810,3,76,4205,1.807372176,Separated,Farm foremen
2000,810,4,336,4205,7.990487515,Divorced,Farm foremen
2000,810,5,78,4205,1.854934602,Widowed,Farm foremen
2000,810,6,566,4205,13.46016647,Never married/single,Farm foremen
2001,810,1,202,289,69.89619377,"Married, spouse present",Farm foremen
2001,810,2,5,289,1.730103806,"Married, spouse absent",Farm foremen
2001,810,3,5,289,1.730103806,Separated,Farm foremen
2001,810,4,31,289,10.7266436,Divorced,Farm foremen
2001,810,5,7,289,2.422145329,Widowed,Farm foremen
2001,810,6,39,289,13.49480969,Never married/single,Farm foremen
2002,810,1,214,287,74.56445993,"Married, spouse present",Farm foremen
2002,810,2,6,287,2.090592334,"Married, spouse absent",Farm foremen
2002,810,3,3,287,1.045296167,Separated,Farm foremen
2002,810,4,26,287,9.059233449,Divorced,Farm foremen
2002,810,5,5,287,1.742160279,Widowed,Farm foremen
2002,810,6,33,287,11.49825784,Never married/single,Farm foremen
2003,810,1,240,320,75,"Married, spouse present",Farm foremen
2003,810,2,6,320,1.875,"Married, spouse absent",Farm foremen
2003,810,3,8,320,2.5,Separated,Farm foremen
2003,810,4,30,320,9.375,Divorced,Farm foremen
2003,810,5,8,320,2.5,Widowed,Farm foremen
2003,810,6,28,320,8.75,Never married/single,Farm foremen
2004,810,1,211,284,74.29577465,"Married, spouse present",Farm foremen
2004,810,2,3,284,1.056338028,"Married, spouse absent",Farm foremen
2004,810,3,8,284,2.816901408,Separated,Farm foremen
2004,810,4,26,284,9.154929577,Divorced,Farm foremen
2004,810,5,5,284,1.76056338,Widowed,Farm foremen
2004,810,6,31,284,10.91549296,Never married/single,Farm foremen
2005,810,1,525,719,73.01808067,"Married, spouse present",Farm foremen
2005,810,2,9,719,1.251738526,"Married, spouse absent",Farm foremen
2005,810,3,12,719,1.668984701,Separated,Farm foremen
2005,810,4,67,719,9.318497914,Divorced,Farm foremen
2005,810,5,20,719,2.781641168,Widowed,Farm foremen
2005,810,6,86,719,11.96105702,Never married/single,Farm foremen
2006,810,1,579,806,71.83622829,"Married, spouse present",Farm foremen
2006,810,2,21,806,2.605459057,"Married, spouse absent",Farm foremen
2006,810,3,13,806,1.612903226,Separated,Farm foremen
2006,810,4,76,806,9.429280397,Divorced,Farm foremen
2006,810,5,16,806,1.985111663,Widowed,Farm foremen
2006,810,6,101,806,12.53101737,Never married/single,Farm foremen
2007,810,1,648,895,72.40223464,"Married, spouse present",Farm foremen
2007,810,2,11,895,1.229050279,"Married, spouse absent",Farm foremen
2007,810,3,15,895,1.675977654,Separated,Farm foremen
2007,810,4,77,895,8.603351955,Divorced,Farm foremen
2007,810,5,26,895,2.905027933,Widowed,Farm foremen
2007,810,6,118,895,13.18435754,Never married/single,Farm foremen
2008,810,1,571,829,68.87816647,"Married, spouse present",Farm foremen
2008,810,2,11,829,1.326899879,"Married, spouse absent",Farm foremen
2008,810,3,16,829,1.930036188,Separated,Farm foremen
2008,810,4,70,829,8.443908323,Divorced,Farm foremen
2008,810,5,19,829,2.291917973,Widowed,Farm foremen
2008,810,6,142,829,17.12907117,Never married/single,Farm foremen
2009,810,1,584,839,69.60667461,"Married, spouse present",Farm foremen
2009,810,2,25,839,2.979737783,"Married, spouse absent",Farm foremen
2009,810,3,18,839,2.145411204,Separated,Farm foremen
2009,810,4,78,839,9.296781883,Divorced,Farm foremen
2009,810,5,19,839,2.264600715,Widowed,Farm foremen
2009,810,6,115,839,13.7067938,Never married/single,Farm foremen
2010,810,1,506,762,66.40419948,"Married, spouse present",Farm foremen
2010,810,2,25,762,3.280839895,"Married, spouse absent",Farm foremen
2010,810,3,13,762,1.706036745,Separated,Farm foremen
2010,810,4,74,762,9.711286089,Divorced,Farm foremen
2010,810,5,19,762,2.49343832,Widowed,Farm foremen
2010,810,6,125,762,16.40419948,Never married/single,Farm foremen
2011,810,1,583,846,68.91252955,"Married, spouse present",Farm foremen
2011,810,2,34,846,4.01891253,"Married, spouse absent",Farm foremen
2011,810,3,14,846,1.654846336,Separated,Farm foremen
2011,810,4,75,846,8.865248227,Divorced,Farm foremen
2011,810,5,12,846,1.418439716,Widowed,Farm foremen
2011,810,6,128,846,15.13002364,Never married/single,Farm foremen
2012,810,1,595,855,69.59064327,"Married, spouse present",Farm foremen
2012,810,2,16,855,1.871345029,"Married, spouse absent",Farm foremen
2012,810,3,18,855,2.105263158,Separated,Farm foremen
2012,810,4,91,855,10.64327485,Divorced,Farm foremen
2012,810,5,13,855,1.520467836,Widowed,Farm foremen
2012,810,6,122,855,14.26900585,Never married/single,Farm foremen
2013,810,1,567,827,68.56106409,"Married, spouse present",Farm foremen
2013,810,2,24,827,2.902055623,"Married, spouse absent",Farm foremen
2013,810,3,25,827,3.022974607,Separated,Farm foremen
2013,810,4,73,827,8.827085852,Divorced,Farm foremen
2013,810,5,14,827,1.69286578,Widowed,Farm foremen
2013,810,6,124,827,14.99395405,Never married/single,Farm foremen
2014,810,1,524,735,71.29251701,"Married, spouse present",Farm foremen
2014,810,2,20,735,2.721088435,"Married, spouse absent",Farm foremen
2014,810,3,6,735,0.816326531,Separated,Farm foremen
2014,810,4,68,735,9.25170068,Divorced,Farm foremen
2014,810,5,17,735,2.31292517,Widowed,Farm foremen
2014,810,6,100,735,13.60544218,Never married/single,Farm foremen
2015,810,1,518,777,66.66666667,"Married, spouse present",Farm foremen
2015,810,2,19,777,2.445302445,"Married, spouse absent",Farm foremen
2015,810,3,17,777,2.187902188,Separated,Farm foremen
2015,810,4,84,777,10.81081081,Divorced,Farm foremen
2015,810,5,15,777,1.930501931,Widowed,Farm foremen
2015,810,6,124,777,15.95881596,Never married/single,Farm foremen
2016,810,1,555,817,67.93145655,"Married, spouse present",Farm foremen
2016,810,2,16,817,1.958384333,"Married, spouse absent",Farm foremen
2016,810,3,13,817,1.591187271,Separated,Farm foremen
2016,810,4,96,817,11.750306,Divorced,Farm foremen
2016,810,5,11,817,1.346389229,Widowed,Farm foremen
2016,810,6,126,817,15.42227662,Never married/single,Farm foremen
2017,810,1,478,755,63.31125828,"Married, spouse present",Farm foremen
2017,810,2,20,755,2.649006623,"Married, spouse absent",Farm foremen
2017,810,3,14,755,1.854304636,Separated,Farm foremen
2017,810,4,71,755,9.40397351,Divorced,Farm foremen
2017,810,5,22,755,2.913907285,Widowed,Farm foremen
2017,810,6,150,755,19.86754967,Never married/single,Farm foremen
2018,810,1,649,977,66.42784033,"Married, spouse present",Farm foremen
2018,810,2,22,977,2.251791198,"Married, spouse absent",Farm foremen
2018,810,3,13,977,1.330603889,Separated,Farm foremen
2018,810,4,90,977,9.211873081,Divorced,Farm foremen
2018,810,5,27,977,2.763561924,Widowed,Farm foremen
2018,810,6,176,977,18.01432958,Never married/single,Farm foremen
2019,810,1,386,586,65.87030717,"Married, spouse present",Farm foremen
2019,810,2,19,586,3.242320819,"Married, spouse absent",Farm foremen
2019,810,3,12,586,2.04778157,Separated,Farm foremen
2019,810,4,64,586,10.92150171,Divorced,Farm foremen
2019,810,5,14,586,2.389078498,Widowed,Farm foremen
2019,810,6,91,586,15.52901024,Never married/single,Farm foremen
1880,820,1,96025,445460,21.5563687,"Married, spouse present","Farm laborers, wage workers"
1880,820,2,9599,445460,2.154851165,"Married, spouse absent","Farm laborers, wage workers"
1880,820,4,1237,445460,0.277690477,Divorced,"Farm laborers, wage workers"
1880,820,5,14969,445460,3.360346608,Widowed,"Farm laborers, wage workers"
1880,820,6,323630,445460,72.65074305,Never married/single,"Farm laborers, wage workers"
1900,820,1,36450,236119,15.43713128,"Married, spouse present","Farm laborers, wage workers"
1900,820,2,4105,236119,1.738530148,"Married, spouse absent","Farm laborers, wage workers"
1900,820,4,749,236119,0.317212931,Divorced,"Farm laborers, wage workers"
1900,820,5,8191,236119,3.469013506,Widowed,"Farm laborers, wage workers"
1900,820,6,186624,236119,79.03811214,Never married/single,"Farm laborers, wage workers"
1910,820,1,7256,24459,29.66597163,"Married, spouse present","Farm laborers, wage workers"
1910,820,2,796,24459,3.254425774,"Married, spouse absent","Farm laborers, wage workers"
1910,820,4,168,24459,0.686863731,Divorced,"Farm laborers, wage workers"
1910,820,5,1356,24459,5.543971544,Widowed,"Farm laborers, wage workers"
1910,820,6,14883,24459,60.84876732,Never married/single,"Farm laborers, wage workers"
1920,820,1,7505,21389,35.08812941,"Married, spouse present","Farm laborers, wage workers"
1920,820,2,738,21389,3.450371686,"Married, spouse absent","Farm laborers, wage workers"
1920,820,4,199,21389,0.930384777,Divorced,"Farm laborers, wage workers"
1920,820,5,1371,21389,6.409836832,Widowed,"Farm laborers, wage workers"
1920,820,6,11576,21389,54.12127729,Never married/single,"Farm laborers, wage workers"
1930,820,1,47183,135304,34.87184414,"Married, spouse present","Farm laborers, wage workers"
1930,820,2,5552,135304,4.103352451,"Married, spouse absent","Farm laborers, wage workers"
1930,820,4,2126,135304,1.571276533,Divorced,"Farm laborers, wage workers"
1930,820,5,8350,135304,6.171288358,Widowed,"Farm laborers, wage workers"
1930,820,6,72093,135304,53.28223851,Never married/single,"Farm laborers, wage workers"
1940,820,1,9401,23184,40.54951691,"Married, spouse present","Farm laborers, wage workers"
1940,820,2,1056,23184,4.554865424,"Married, spouse absent","Farm laborers, wage workers"
1940,820,4,354,23184,1.526915114,Divorced,"Farm laborers, wage workers"
1940,820,5,1017,23184,4.386645963,Widowed,"Farm laborers, wage workers"
1940,820,6,11356,23184,48.98205659,Never married/single,"Farm laborers, wage workers"
1950,820,1,10308,23004,44.80959833,"Married, spouse present","Farm laborers, wage workers"
1950,820,2,525,23004,2.282211789,"Married, spouse absent","Farm laborers, wage workers"
1950,820,3,614,23004,2.669101026,Separated,"Farm laborers, wage workers"
1950,820,4,386,23004,1.677969049,Divorced,"Farm laborers, wage workers"
1950,820,5,765,23004,3.325508607,Widowed,"Farm laborers, wage workers"
1950,820,6,10406,23004,45.2356112,Never married/single,"Farm laborers, wage workers"
1960,820,1,45733,101298,45.14699204,"Married, spouse present","Farm laborers, wage workers"
1960,820,2,3280,101298,3.237971135,"Married, spouse absent","Farm laborers, wage workers"
1960,820,3,3037,101298,2.998084859,Separated,"Farm laborers, wage workers"
1960,820,4,2046,101298,2.019783214,Divorced,"Farm laborers, wage workers"
1960,820,5,5633,101298,5.560820549,Widowed,"Farm laborers, wage workers"
1960,820,6,41569,101298,41.0363482,Never married/single,"Farm laborers, wage workers"
1970,820,1,15151,34541,43.86381402,"Married, spouse present","Farm laborers, wage workers"
1970,820,2,852,34541,2.466633855,"Married, spouse absent","Farm laborers, wage workers"
1970,820,3,932,34541,2.698242668,Separated,"Farm laborers, wage workers"
1970,820,4,919,34541,2.660606236,Divorced,"Farm laborers, wage workers"
1970,820,5,1868,34541,5.408065777,Widowed,"Farm laborers, wage workers"
1970,820,6,14819,34541,42.90263745,Never married/single,"Farm laborers, wage workers"
1980,820,1,32382,71189,45.48736462,"Married, spouse present","Farm laborers, wage workers"
1980,820,2,1903,71189,2.673165798,"Married, spouse absent","Farm laborers, wage workers"
1980,820,3,1694,71189,2.379581115,Separated,"Farm laborers, wage workers"
1980,820,4,2685,71189,3.771650114,Divorced,"Farm laborers, wage workers"
1980,820,5,2212,71189,3.107221621,Widowed,"Farm laborers, wage workers"
1980,820,6,30313,71189,42.58101673,Never married/single,"Farm laborers, wage workers"
1990,820,1,34531,72108,47.88789039,"Married, spouse present","Farm laborers, wage workers"
1990,820,2,2794,72108,3.87474344,"Married, spouse absent","Farm laborers, wage workers"
1990,820,3,1844,72108,2.557275198,Separated,"Farm laborers, wage workers"
1990,820,4,3816,72108,5.292061907,Divorced,"Farm laborers, wage workers"
1990,820,5,2338,72108,3.242358684,Widowed,"Farm laborers, wage workers"
1990,820,6,26785,72108,37.14567038,Never married/single,"Farm laborers, wage workers"
2000,820,1,34891,76585,45.55852974,"Married, spouse present","Farm laborers, wage workers"
2000,820,2,4819,76585,6.2923549,"Married, spouse absent","Farm laborers, wage workers"
2000,820,3,1826,76585,2.384278906,Separated,"Farm laborers, wage workers"
2000,820,4,5040,76585,6.580923157,Divorced,"Farm laborers, wage workers"
2000,820,5,2033,76585,2.654566821,Widowed,"Farm laborers, wage workers"
2000,820,6,27976,76585,36.52934648,Never married/single,"Farm laborers, wage workers"
2001,820,1,2179,4519,48.21863244,"Married, spouse present","Farm laborers, wage workers"
2001,820,2,98,4519,2.168621376,"Married, spouse absent","Farm laborers, wage workers"
2001,820,3,103,4519,2.279265324,Separated,"Farm laborers, wage workers"
2001,820,4,307,4519,6.793538393,Divorced,"Farm laborers, wage workers"
2001,820,5,117,4519,2.589068378,Widowed,"Farm laborers, wage workers"
2001,820,6,1715,4519,37.95087409,Never married/single,"Farm laborers, wage workers"
2002,820,1,1871,4041,46.30042069,"Married, spouse present","Farm laborers, wage workers"
2002,820,2,103,4041,2.548874041,"Married, spouse absent","Farm laborers, wage workers"
2002,820,3,80,4041,1.979707993,Separated,"Farm laborers, wage workers"
2002,820,4,251,4041,6.211333828,Divorced,"Farm laborers, wage workers"
2002,820,5,104,4041,2.573620391,Widowed,"Farm laborers, wage workers"
2002,820,6,1632,4041,40.38604306,Never married/single,"Farm laborers, wage workers"
2003,820,1,2235,4601,48.57639644,"Married, spouse present","Farm laborers, wage workers"
2003,820,2,122,4601,2.651597479,"Married, spouse absent","Farm laborers, wage workers"
2003,820,3,89,4601,1.934362095,Separated,"Farm laborers, wage workers"
2003,820,4,324,4601,7.041947403,Divorced,"Farm laborers, wage workers"
2003,820,5,99,4601,2.151706151,Widowed,"Farm laborers, wage workers"
2003,820,6,1732,4601,37.64399044,Never married/single,"Farm laborers, wage workers"
2004,820,1,2164,4471,48.40080519,"Married, spouse present","Farm laborers, wage workers"
2004,820,2,118,4471,2.639230597,"Married, spouse absent","Farm laborers, wage workers"
2004,820,3,75,4471,1.677477074,Separated,"Farm laborers, wage workers"
2004,820,4,278,4471,6.217848356,Divorced,"Farm laborers, wage workers"
2004,820,5,107,4471,2.393200626,Widowed,"Farm laborers, wage workers"
2004,820,6,1729,4471,38.67143816,Never married/single,"Farm laborers, wage workers"
2005,820,1,5710,12132,47.06561161,"Married, spouse present","Farm laborers, wage workers"
2005,820,2,363,12132,2.992087043,"Married, spouse absent","Farm laborers, wage workers"
2005,820,3,291,12132,2.398615232,Separated,"Farm laborers, wage workers"
2005,820,4,841,12132,6.932080448,Divorced,"Farm laborers, wage workers"
2005,820,5,312,12132,2.571711177,Widowed,"Farm laborers, wage workers"
2005,820,6,4615,12132,38.03989449,Never married/single,"Farm laborers, wage workers"
2006,820,1,5858,12907,45.38622453,"Married, spouse present","Farm laborers, wage workers"
2006,820,2,548,12907,4.245758116,"Married, spouse absent","Farm laborers, wage workers"
2006,820,3,315,12907,2.440536143,Separated,"Farm laborers, wage workers"
2006,820,4,788,12907,6.105214225,Divorced,"Farm laborers, wage workers"
2006,820,5,337,12907,2.610986287,Widowed,"Farm laborers, wage workers"
2006,820,6,5061,12907,39.2112807,Never married/single,"Farm laborers, wage workers"
2007,820,1,5758,12801,44.98086087,"Married, spouse present","Farm laborers, wage workers"
2007,820,2,561,12801,4.38247012,"Married, spouse absent","Farm laborers, wage workers"
2007,820,3,271,12801,2.117022108,Separated,"Farm laborers, wage workers"
2007,820,4,798,12801,6.233887978,Divorced,"Farm laborers, wage workers"
2007,820,5,350,12801,2.734161394,Widowed,"Farm laborers, wage workers"
2007,820,6,5063,12801,39.55159753,Never married/single,"Farm laborers, wage workers"
2008,820,1,5436,12313,44.14846098,"Married, spouse present","Farm laborers, wage workers"
2008,820,2,569,12313,4.621132137,"Married, spouse absent","Farm laborers, wage workers"
2008,820,3,239,12313,1.941037927,Separated,"Farm laborers, wage workers"
2008,820,4,821,12313,6.667749533,Divorced,"Farm laborers, wage workers"
2008,820,5,294,12313,2.387720296,Widowed,"Farm laborers, wage workers"
2008,820,6,4954,12313,40.23389913,Never married/single,"Farm laborers, wage workers"
2009,820,1,5659,13239,42.74492031,"Married, spouse present","Farm laborers, wage workers"
2009,820,2,543,13239,4.101518242,"Married, spouse absent","Farm laborers, wage workers"
2009,820,3,307,13239,2.318906262,Separated,"Farm laborers, wage workers"
2009,820,4,874,13239,6.601707078,Divorced,"Farm laborers, wage workers"
2009,820,5,302,13239,2.281139059,Widowed,"Farm laborers, wage workers"
2009,820,6,5554,13239,41.95180905,Never married/single,"Farm laborers, wage workers"
2010,820,1,5915,13603,43.48305521,"Married, spouse present","Farm laborers, wage workers"
2010,820,2,583,13603,4.285819305,"Married, spouse absent","Farm laborers, wage workers"
2010,820,3,291,13603,2.139233993,Separated,"Farm laborers, wage workers"
2010,820,4,928,13603,6.822024553,Divorced,"Farm laborers, wage workers"
2010,820,5,264,13603,1.940748364,Widowed,"Farm laborers, wage workers"
2010,820,6,5622,13603,41.32911858,Never married/single,"Farm laborers, wage workers"
2011,820,1,6228,15140,41.13606341,"Married, spouse present","Farm laborers, wage workers"
2011,820,2,774,15140,5.112285337,"Married, spouse absent","Farm laborers, wage workers"
2011,820,3,370,15140,2.443857332,Separated,"Farm laborers, wage workers"
2011,820,4,1037,15140,6.849405548,Divorced,"Farm laborers, wage workers"
2011,820,5,313,15140,2.067371202,Widowed,"Farm laborers, wage workers"
2011,820,6,6418,15140,42.39101717,Never married/single,"Farm laborers, wage workers"
2012,820,1,5589,13573,41.17733736,"Married, spouse present","Farm laborers, wage workers"
2012,820,2,664,13573,4.892065129,"Married, spouse absent","Farm laborers, wage workers"
2012,820,3,342,13573,2.519708244,Separated,"Farm laborers, wage workers"
2012,820,4,996,13573,7.338097694,Divorced,"Farm laborers, wage workers"
2012,820,5,268,13573,1.974508215,Widowed,"Farm laborers, wage workers"
2012,820,6,5714,13573,42.09828336,Never married/single,"Farm laborers, wage workers"
2013,820,1,5462,13207,41.35685621,"Married, spouse present","Farm laborers, wage workers"
2013,820,2,680,13207,5.148784735,"Married, spouse absent","Farm laborers, wage workers"
2013,820,3,322,13207,2.438101007,Separated,"Farm laborers, wage workers"
2013,820,4,1012,13207,7.662603165,Divorced,"Farm laborers, wage workers"
2013,820,5,260,13207,1.968652987,Widowed,"Farm laborers, wage workers"
2013,820,6,5471,13207,41.42500189,Never married/single,"Farm laborers, wage workers"
2014,820,1,5850,14074,41.56600824,"Married, spouse present","Farm laborers, wage workers"
2014,820,2,666,14074,4.732130169,"Married, spouse absent","Farm laborers, wage workers"
2014,820,3,348,14074,2.472644593,Separated,"Farm laborers, wage workers"
2014,820,4,1085,14074,7.709251101,Divorced,"Farm laborers, wage workers"
2014,820,5,277,14074,1.968168254,Widowed,"Farm laborers, wage workers"
2014,820,6,5848,14074,41.55179764,Never married/single,"Farm laborers, wage workers"
2015,820,1,5803,13893,41.76923631,"Married, spouse present","Farm laborers, wage workers"
2015,820,2,591,13893,4.253940834,"Married, spouse absent","Farm laborers, wage workers"
2015,820,3,312,13893,2.245735262,Separated,"Farm laborers, wage workers"
2015,820,4,963,13893,6.931548262,Divorced,"Farm laborers, wage workers"
2015,820,5,310,13893,2.231339524,Widowed,"Farm laborers, wage workers"
2015,820,6,5914,13893,42.56819981,Never married/single,"Farm laborers, wage workers"
2016,820,1,5670,13661,41.50501427,"Married, spouse present","Farm laborers, wage workers"
2016,820,2,727,13661,5.321718761,"Married, spouse absent","Farm laborers, wage workers"
2016,820,3,318,13661,2.327794451,Separated,"Farm laborers, wage workers"
2016,820,4,1044,13661,7.642193104,Divorced,"Farm laborers, wage workers"
2016,820,5,331,13661,2.42295586,Widowed,"Farm laborers, wage workers"
2016,820,6,5571,13661,40.78032355,Never married/single,"Farm laborers, wage workers"
2017,820,1,5809,13559,42.84239251,"Married, spouse present","Farm laborers, wage workers"
2017,820,2,636,13559,4.690611402,"Married, spouse absent","Farm laborers, wage workers"
2017,820,3,318,13559,2.345305701,Separated,"Farm laborers, wage workers"
2017,820,4,1034,13559,7.625931116,Divorced,"Farm laborers, wage workers"
2017,820,5,297,13559,2.190427023,Widowed,"Farm laborers, wage workers"
2017,820,6,5465,13559,40.30533225,Never married/single,"Farm laborers, wage workers"
